T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,SiO2_K,SiO2_cp,Al_d*(10),Al_K*(100),Al_cp,Rpump*(10),f
0.095373,0.10113,0.10723,0.1137,0.12056,0.12783,0.13554,0.14373,0.15239,0.16159,0.17134,0.18167,0.19264,0.20426,0.21659,0.22966,0.24351,0.2582,0.27378,0.2903,0.30781,0.32639,0.34608,0.36697,0.38911,0.41258,0.43747,0.46387,0.49186,0.52153,0.553,0.58637,0.62175,0.65927,0.69904,0.74122,0.78594,0.83336,0.88364,0.93696,0.99349,1.0534,1.117,1.1844,1.2558,1.3316,1.412,1.4972,1.5875,1.6833,1.7848,1.8925,2.0067,2.1278,2.2562,2.3923,2.5367,2.6897,2.852,3.0241,3.2065,3.4,3.6051,1.6248,1.641,1.6491,1.6574,1.7028,1.6343,1.6535,1.6219,1.6747,1.6629,1.678,1.6196,1.5732,1.5982,1.6074,1.5654,1.55,1.564,1.5921,1.5369,1.5875,1.524,1.5481,1.4196,1.5034,1.4568,1.4828,1.4581,1.4603,1.4367,1.3919,1.4619,1.3757,1.4048,1.4343,1.392,1.3465,1.3342,1.3262,1.3502,1.3155,1.3038,1.3041,1.2874,1.2456,1.2784,1.2409,1.2663,1.2424,1.1951,1.2099,1.1899,1.155,1.1553,1.1239,1.157,1.1118,1.0896,1.1052,1.1189,1.1124,1.0633,1.0475,1.29,1.64,7.704,1.28,2.42,1.199,3.93
